City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,ishigaki,24.3448,124.1572,82.53,94,40,9.22,JP,1693418019
367,zabol,32.25,67.25,73.47,10,0,7.23,AF,1693418019
368,santo amaro da imperatriz,-27.6881,-48.7786,75.02,99,13,4.99,BR,1693418019
369,hammerfest,70.6634,23.6821,54.05,94,75,9.22,NO,1693418020
370,ebaye,8.7748,167.7392,82.42,83,0,14.97,MH,1693418020
371,floro,61.5996,5.0328,62.67,67,20,9.22,NO,1693417844
372,hotan,37.0997,79.9269,76.48,19,0,3.78,CN,1693418020
373,maintirano,-18.0667,44.0167,76.71,76,61,5.73,MG,1693418027
374,rehoboth,-23.3167,17.0833,72.93,25,73,3.24,NA,1693418027
375,natal,-5.795,-35.2094,86.22,54,0,17.27,BR,1693418027
376,obock,12.25,43.0833,91.27,37,37,4.74,DJ,1693418028
377,vila velha,-20.3297,-40.2925,77.95,79,100,5.75,BR,1693418028
378,lazaro cardenas,17.9583,-102.2,87.24,67,11,5.46,MX,1693418028
379,turrialba,9.9047,-83.6835,88.38,64,100,5.35,CR,1693418028
380,saint-joseph,-21.3667,55.6167,67.48,77,96,13.44,RE,1693418028
381,nadym,65.5333,72.5167,50.7,66,88,7.94,RU,1693418028
382,padang,-0.9492,100.3543,78.85,91,95,6.44,ID,1693418028
383,cabo san lucas,22.8909,-109.9124,94.6,69,22,1.01,MX,1693418028
384,mwatate,-3.5029,38.3795,67.15,78,60,9.64,KE,1693418028
385,ebon,4.582,168.6964,83.66,75,68,4.74,MH,1693418028
386,bashmakovo,53.2133,43.0342,58.6,54,8,2.62,RU,1693418029
387,ust'-ordynskiy,52.805,104.7508,58.57,70,100,4.52,RU,1693418029
388,kendari,-3.945,122.4989,69.35,88,42,2.06,ID,1693418029
389,shaowu,27.3409,117.4831,72.21,98,77,2.26,CN,1693418029
390,borogontsy,62.6683,131.1683,58.84,65,52,4.9,RU,1693418029
391,santa terezinha,-29.9002,-50.0904,65.55,71,0,7.14,BR,1693418029
392,sao gabriel da cachoeira,-0.1303,-67.0892,89.4,62,40,3.44,BR,1693418029
393,bac lieu,9.285,105.7244,80.6,86,100,8.37,VN,1693418029
394,sitka,57.0531,-135.33,58.89,88,100,0.0,US,1693418029
395,sorong,-0.8833,131.25,78.39,90,78,9.95,ID,1693418030
396,blackwater,-23.5833,148.8833,53.69,100,2,4.12,AU,1693418030
397,bor,56.3567,44.0669,53.53,69,31,4.72,RU,1693418030
398,chibougamau,49.9168,-74.3659,58.62,51,40,10.36,CA,1693418030
399,luanda,-8.8368,13.2343,71.6,88,0,11.5,AO,1693417961
400,mar del plata,-38.0023,-57.5575,66.22,42,0,18.41,AR,1693418030
401,codrington,-38.2667,141.9667,50.92,89,100,11.23,AU,1693418030
402,pacocha,-17.5833,-71.3333,66.34,77,100,10.36,PE,1693418030
403,haimen,23.1935,116.6142,84.09,86,100,10.27,CN,1693418030
404,penza,53.2007,45.0046,58.78,52,3,2.57,RU,1693417863
405,tekkali,18.6167,84.2333,82.42,75,99,4.41,IN,1693418031
406,coyhaique,-45.5752,-72.0662,44.55,57,40,10.36,CL,1693417960
407,kudahuvadhoo,2.6708,72.8944,82.85,68,100,10.49,MV,1693418031
408,san jose del guaviare,2.5729,-72.6459,82.47,76,92,2.13,CO,1693418031
409,priob'ye,62.5206,65.5964,56.52,90,100,14.07,RU,1693418031
410,lensk,60.7253,114.9278,60.75,62,46,4.5,RU,1693418031
411,hadibu,12.65,54.0333,79.29,78,28,14.58,YE,1693418031
412,kruisfontein,-34.0033,24.7314,69.89,33,0,3.98,ZA,1693418031
413,bulayevo,54.9056,70.4439,51.69,72,66,4.52,KZ,1693418031
414,lerwick,60.1545,-1.1494,57.2,86,19,5.1,GB,1693418032
415,namtsy,62.7161,129.6658,60.24,59,38,4.72,RU,1693418032
416,labasa,-16.4167,179.3833,74.82,85,98,12.97,FJ,1693418032
417,yermakovskoye,53.2831,92.4003,61.86,90,100,3.36,RU,1693418032
418,lianzhou,24.7811,112.3825,70.63,95,20,4.16,CN,1693418032
419,yeppoon,-23.1333,150.7333,53.38,90,24,4.32,AU,1693418032
420,east london,-33.0153,27.9116,74.34,35,0,5.75,ZA,1693418032
421,antalaha,-14.9003,50.2788,70.97,80,4,9.93,MG,1693418032
422,hirara,24.8,125.2833,80.87,89,20,2.3,JP,1693418032
423,dhromolaxia,34.8755,33.5868,85.24,79,0,10.36,CY,1693418033
424,kamaishi,39.2667,141.8833,77.43,95,99,7.18,JP,1693418033
425,prince albert,53.2001,-105.7677,75.15,60,75,14.97,CA,1693418033
426,glace bay,46.1969,-59.957,71.78,98,100,10.36,CA,1693418033
427,pasewalk,53.5063,13.99,63.54,79,91,6.53,DE,1693418033
428,rondonopolis,-16.4708,-54.6356,95.72,32,33,3.33,BR,1693418033
429,orkney,-26.9802,26.6727,59.77,30,0,3.78,ZA,1693418033
430,cabedelo,-6.9811,-34.8339,86.67,65,1,12.73,BR,1693417812
431,broken hill,-31.95,141.4333,46.31,76,0,15.75,AU,1693418033
432,iskateley,67.6803,53.1512,51.98,72,97,7.16,RU,1693418034
433,zhanaozen,43.3,52.8,67.93,34,1,5.86,KZ,1693418034
434,shuangjiang,26.1547,109.7138,63.99,92,44,3.65,CN,1693418034
435,holualoa,19.6228,-155.9522,77.77,77,20,4.61,US,1693418034
436,son la,21.3167,103.9,67.59,96,13,2.06,VN,1693418034
437,glendive,47.1053,-104.7125,84.76,36,0,17.27,US,1693418034
438,labrador city,52.9463,-66.9114,49.91,62,75,8.05,CA,1693418034
439,mtambile,-5.3833,39.7,76.44,82,7,14.41,TZ,1693418034
440,ibarreta,-25.2144,-59.8585,91.18,23,1,5.68,AR,1693418034
441,los aquijes,-14.0967,-75.6908,85.53,30,0,4.07,PE,1693418035
442,bengkulu,-3.8004,102.2655,76.78,86,99,7.16,ID,1693418035
443,mobaye,4.319,21.1786,74.14,87,42,3.49,CF,1693418035
444,qarqaraly,49.4058,75.4742,58.6,62,75,5.53,KZ,1693418035
445,joshimath,30.5667,79.5667,68.29,85,32,2.21,IN,1693418035
446,bischofshofen,47.4167,13.2167,60.53,93,100,1.03,AT,1693418035
447,port moresby,-9.4431,147.1797,72.82,73,100,5.75,PG,1693417926
448,flying fish cove,-10.4217,105.6791,74.88,94,100,6.91,CX,1693418035
449,conceicao do araguaia,-8.2578,-49.2647,92.21,42,67,10.42,BR,1693418035
450,prabumulih,-3.45,104.25,72.84,90,72,3.42,ID,1693418035
451,tsetserleg,47.475,101.4542,55.81,81,100,2.86,MN,1693418036
452,horta,38.5333,-28.6333,78.44,86,75,8.05,PT,1693418036
453,waingapu,-9.6567,120.2641,72.41,85,57,9.15,ID,1693418036
454,vilyuysk,63.7553,121.6247,64.62,59,94,7.49,RU,1693418036
455,bhainsdehi,21.6467,77.6325,69.96,81,11,2.64,IN,1693418036
456,lodwar,3.1191,35.5973,86.63,37,50,3.87,KE,1693418036
457,prince george,53.9166,-122.753,61.25,72,100,8.05,CA,1693417811
458,san pedro pochutla,15.7333,-96.4667,89.71,61,100,4.25,MX,1693418036
459,sao felix do xingu,-6.6447,-51.995,97.59,30,52,3.02,BR,1693418037
460,libreville,0.3925,9.4537,77.32,86,74,10.2,GA,1693417907
461,kone,-21.0595,164.8658,69.28,94,99,3.87,NC,1693418037
462,remire-montjoly,4.9167,-52.2667,91.44,55,75,4.61,GF,1693418037
463,sokoni,-6.4333,39.55,76.82,82,2,17.52,TZ,1693418037
464,medina,24.4686,39.6142,100.83,7,0,13.8,SA,1693417770
465,kharan,28.5833,65.4167,94.53,20,4,10.33,PK,1693418037
466,hilo,19.7297,-155.09,79.29,95,100,5.75,US,1693417788
467,nola,40.922,14.5329,76.15,70,68,8.05,IT,1693418037
468,urangan,-25.3,152.9,62.76,84,98,1.9,AU,1693418037
469,carutapera,-1.195,-46.02,87.06,60,0,11.21,BR,1693418037
470,west yarmouth,41.6501,-70.2411,80.19,87,75,20.71,US,1693418038
471,langepas,61.2544,75.2124,59.34,71,100,12.64,RU,1693418038
472,ambovombe,-25.1667,46.0833,66.7,73,1,19.28,MG,1693418038
473,yershov,51.3513,48.2766,58.89,45,6,6.62,RU,1693418038
474,bamboo flat,11.7,92.7167,80.69,89,40,4.61,IN,1693418038
475,lao cai,22.4833,103.95,76.28,75,30,1.77,VN,1693418038
476,muynoq,43.7683,59.0214,66.38,37,7,10.2,UZ,1693418038
477,nybro,56.7446,15.9071,61.05,94,100,1.32,SE,1693418038
478,sarupathar,26.1984,93.8094,77.13,96,7,1.25,IN,1693418038
479,san luis,-33.295,-66.3356,74.79,19,0,8.43,AR,1693417885
480,ergani,38.2653,39.7621,80.28,28,0,1.57,TR,1693418039
481,abepura,-2.6333,140.5833,77.81,83,20,5.75,ID,1693418039
482,dul'durga,50.6761,113.5931,52.77,63,37,4.68,RU,1693418039
483,hovd,48.0056,91.6419,65.71,46,94,6.58,MN,1693418009
484,mount gambier,-37.8333,140.7667,50.47,95,96,8.9,AU,1693418039
485,tabou,4.423,-7.3528,77.07,84,73,9.28,CI,1693418039
486,wanning,18.8003,110.3967,78.39,91,96,7.0,CN,1693418039
487,akureyri,65.6835,-18.0878,53.53,76,0,9.22,IS,1693418040
488,kurumkan,54.3,110.3,60.82,61,0,1.52,RU,1693418040
489,scone,56.4194,-3.4051,63.21,74,89,5.01,GB,1693418040
490,chul'man,56.8479,124.9104,52.61,83,9,1.19,RU,1693418040
491,robore,-18.3333,-59.75,102.45,19,10,12.77,BO,1693418040
492,tobruk,32.0836,23.9764,78.87,71,2,16.96,LY,1693418040
493,crane,31.3974,-102.3501,87.89,24,8,3.31,US,1693418040
494,kencong,-8.2833,113.3667,73.36,88,88,0.47,ID,1693418040
495,shimanovsk,52.0,127.7,56.82,92,98,5.86,RU,1693418040
496,sao tome,0.3365,6.7273,77.23,88,89,10.2,ST,1693418042
497,ad-damazin,11.7891,34.3592,72.79,85,79,6.89,SD,1693418042
498,jijel,36.8205,5.7667,78.75,53,0,5.75,DZ,1693418042
499,cannonvale,-20.2833,148.7,67.39,82,1,1.14,AU,1693418042
500,mejit,10.2753,170.8646,83.3,73,88,15.19,MH,1693418042
501,sao jose da coroa grande,-8.8978,-35.1478,80.98,66,2,8.23,BR,1693418043
502,port isabel,26.0734,-97.2086,96.89,49,20,10.36,US,1693418043
503,puerto leguizamo,-0.1934,-74.7819,95.7,40,49,1.07,CO,1693418043
504,pimentel,-6.8367,-79.9342,75.49,64,100,14.97,PE,1693418043
505,ormara,25.2088,64.6357,79.57,82,12,15.26,PK,1693418043
506,undurkhaan,47.3194,110.6556,51.17,90,0,4.25,MN,1693418043
507,portland,45.5234,-122.6762,72.45,75,75,6.91,US,1693417926
508,atakpame,7.5333,1.1333,73.26,88,99,0.98,TG,1693418044
509,kununurra,-15.7667,128.7333,60.78,72,17,0.0,AU,1693417992
510,'ain el melh,34.8415,4.1638,81.73,24,15,6.13,DZ,1693418044
511,palmer,42.1584,-72.3287,81.52,72,75,5.75,US,1693418044
512,enewetak,11.3474,162.3373,83.05,77,92,10.83,MH,1693418044
513,al hasakah,36.5024,40.7477,90.5,25,0,2.53,SY,1693418044
514,las khorey,11.1595,48.1967,91.81,46,16,5.3,SO,1693418044
515,santana,-0.0583,-51.1817,91.58,58,20,10.36,BR,1693418044
516,sinabang,2.4803,96.3801,79.3,86,97,5.57,ID,1693418045
517,lorengau,-2.0226,147.2712,80.2,84,80,7.43,PG,1693418045
518,nelson bay,-32.7167,152.15,57.0,96,98,5.99,AU,1693418045
519,klaksvik,62.2266,-6.589,50.92,80,100,9.64,FO,1693418045
520,komsomolets,53.7453,62.0708,47.39,90,95,9.55,KZ,1693418045
521,poso,-1.3959,120.7524,75.24,70,51,5.48,ID,1693418045
522,el jadid,33.2549,-8.506,73.13,76,0,14.32,MA,1693418045
523,chokwe,-24.5333,32.9833,67.42,65,37,6.51,MZ,1693418045
524,peniche,39.3558,-9.3811,72.28,80,57,20.36,PT,1693418046
525,zuyevka,58.405,51.1335,52.83,69,76,7.14,RU,1693418046
526,ulladulla,-35.35,150.4667,54.54,89,75,6.71,AU,1693418046
527,taoudenni,22.6783,-3.9836,108.16,17,5,3.83,ML,1693418046
528,tazacorte,28.629,-17.9293,78.15,78,75,11.5,ES,1693418046
529,quellon,-43.1167,-73.6167,52.05,62,75,14.97,CL,1693418046
530,quincy,42.2529,-71.0023,77.56,92,100,11.5,US,1693417983
531,ta`u,-14.2336,-169.5144,79.7,80,67,26.28,AS,1693418047
532,selfoss,63.9331,-20.9971,53.04,79,100,10.31,IS,1693418047
533,westport,41.1415,-73.3579,84.15,75,0,11.5,US,1693417828
534,conde,-7.2597,-34.9075,85.46,58,20,10.36,BR,1693418047
535,colipapa,9.4726,122.5616,80.17,87,48,10.69,PH,1693418047
536,dobrush,52.4089,31.3237,80.76,67,17,13.69,BY,1693418047
537,tandil,-37.3217,-59.1332,63.37,47,100,14.54,AR,1693418048
538,puerto aysen,-45.4,-72.7,42.84,87,75,0.0,CL,1693418048
539,colonia menno,-22.3667,-59.8167,94.86,24,7,8.48,PY,1693418048
540,noshiro,40.2039,140.0242,76.8,89,97,5.1,JP,1693418048
541,christchurch,-43.5333,172.6333,44.42,85,3,3.44,NZ,1693418014
542,puno,-15.8333,-70.0333,63.97,25,7,8.86,PE,1693418048
543,magadan,59.5667,150.8,50.86,96,43,0.78,RU,1693418048
544,pike road,32.2843,-86.103,84.25,50,100,7.96,US,1693418049
545,awjilah,29.1081,21.2869,91.29,27,4,15.88,LY,1693418049
546,margate,51.3813,1.3862,65.89,70,80,4.0,GB,1693418049
547,kiunga,-6.1219,141.2906,71.58,87,96,3.8,PG,1693418049
548,arti,56.4234,58.5328,48.85,95,96,10.0,RU,1693418049
549,brookings,44.3114,-96.7984,80.46,50,0,4.61,US,1693418049
550,mikhaylov,54.2292,39.0186,61.9,71,58,7.0,RU,1693418050
551,kolonia town,6.964,158.206,83.08,75,100,3.85,FM,1693418050
552,san-pedro,4.7485,-6.6363,76.64,86,63,8.03,CI,1693418050
553,fort wellington,6.4,-57.6,88.32,59,9,8.81,GY,1693418050
554,jiangyou,31.7667,104.7167,70.45,82,1,3.38,CN,1693418051
555,el obeid,13.1842,30.2167,77.36,71,80,8.5,SD,1693418051
556,tofol,5.3248,163.0078,82.94,77,100,8.95,FM,1693418051
557,playa del ingles,27.7567,-15.5787,80.4,62,4,5.01,ES,1693418051
558,pemba,-12.974,40.5178,77.7,83,20,15.01,MZ,1693418051
559,nogliki,51.8333,143.1667,55.31,91,100,2.93,RU,1693418052
560,happy valley-goose bay,53.3168,-60.3315,50.31,87,100,5.75,CA,1693418052
561,taltal,-25.4,-70.4833,66.2,65,5,7.36,CL,1693418052
562,joaquin v. gonzalez,-25.0833,-64.1833,86.92,17,14,12.53,AR,1693418052
563,sao vicente,-23.9631,-46.3919,86.18,51,75,5.75,BR,1693418052
564,axim,4.8699,-2.2405,77.09,89,60,8.59,GH,1693418052
565,nemuro,43.3236,145.575,63.91,90,100,13.18,JP,1693418052
566,la sarre,48.8002,-79.1996,60.15,35,2,8.05,CA,1693418053
567,cambria,35.5641,-121.0808,87.42,38,0,4.5,US,1693418053
568,amahai,-3.3333,128.9167,76.12,92,100,8.72,ID,1693418053
569,pervomayskoye,43.919,46.7102,62.11,60,0,8.68,RU,1693418053
570,pitimbu,-7.4706,-34.8086,86.59,64,1,10.63,BR,1693418053
571,san mariano,7.5,126.0,73.89,86,22,3.09,PH,1693418053
572,fonte boa,-2.4959,-66.2662,98.6,35,4,3.49,BR,1693418053
573,ceerigaabo,10.6162,47.368,69.62,49,50,17.98,SO,1693418054
